"species","population_id","site","year","sos","eos","los","ndvi_max","gpp_total","mean_temperature","total_precipitation","parameter_id","longitude","latitude","elevation"
"Quercus_ilex","POP_010","SITE_0006",2019,88,279,191,0.843501353842013,462.289258094161,10.9180203242791,618.587135463765,"PAR_0000056",-9.83918704790995,40.1260400982574,1967
"Quercus_ilex","POP_010","SITE_0014",2020,89,270,181,0.781966887953796,530.767887749158,11.0261074921899,653.875411087449,"PAR_0000057",10.6986496038735,44.6857202239335,1221
"Quercus_ilex","POP_010","SITE_0002",2021,78,288,210,0.898409529057797,461.545257912256,9.94732959796687,918.105304330816,"PAR_0000058",11.4618374989368,42.4207054590806,2029
"Quercus_ilex","POP_010","SITE_0002",2022,103,277,174,0.929698303031848,488.43915951076,10.285587582653,822.360968071615,"PAR_0000059",-4.13335197372362,53.4393062163144,754
"Quercus_ilex","POP_010","SITE_0009",2023,93,285,192,0.833612504866431,520.021905433613,8.44091257790682,706.701640110919,"PAR_0000060",3.90432950574905,52.9173468379304,1472
"Quercus_ilex","POP_011","SITE_0004",2018,72,277,205,0.809676728597371,532.283721345117,8.43369128515875,624.589725982502,"PAR_0000061",-8.77819052431732,54.6295947674662,797
"Quercus_ilex","POP_011","SITE_0015",2019,94,296,202,0.907033435191429,453.341834120987,9.22309095200409,897.872619453941,"PAR_0000062",2.90472453460097,50.0629443349317,524
"Quercus_ilex","POP_011","SITE_0015",2020,87,288,201,0.904351767430579,510.351336536267,8.85372917590557,722.310888537879,"PAR_0000063",8.30799187533557,54.3662075186148,2263
"Quercus_ilex","POP_011","SITE_0007",2021,91,272,181,0.86868828684951,406.051554153877,9.47243878906627,574.746766292186,"PAR_0000064",0.305547504685819,41.4497675700113,2120
"Quercus_ilex","POP_011","SITE_0002",2022,90,275,185,0.848262460817635,494.898702522891,10.597388064882,1138.87877159532,"PAR_0000065",19.2803860711865,54.5527152530849,1751
"Quercus_ilex","POP_011","SITE_0001",2023,93,265,172,0.849485128465654,539.020070405236,6.93077200534779,420.256990254737,"PAR_0000066",0.700602806173265,47.4646979011595,1719
"Quercus_ilex","POP_012","SITE_0002",2018,79,276,197,0.934334774902028,478.368793051507,8.03820701765264,621.595484732686,"PAR_0000067",-2.81719165388495,52.8709411108866,2158
"Quercus_ilex","POP_012","SITE_0006",2019,86,279,193,0.818351361452374,450.761846939386,8.01847741189561,646.392041832538,"PAR_0000068",13.5949799721129,48.7942302972078,2233
"Quercus_ilex","POP_012","SITE_0013",2020,87,300,213,0.876884652471575,473.976884437027,8.17675560310322,845.321728618275,"PAR_0000069",19.3828572332859,35.9937043627724,549
"Quercus_ilex","POP_012","SITE_0015",2021,87,294,207,0.785720141379509,400.863829097155,7.70239964409086,832.319953536261,"PAR_0000070",-5.73938528541476,36.1135582206771,1909
"Quercus_ilex","POP_012","SITE_0013",2022,96,301,205,0.789521932617298,394.950450415626,10.1635648497872,670.986339037067,"PAR_0000071",8.817704312969,48.837670260109,1080
"Quercus_ilex","POP_012","SITE_0002",2023,84,297,213,0.828362856439657,485.913776979675,4.5310882435147,538.944550826399,"PAR_0000072",8.59817131655291,38.1622457271442,629
"Quercus_ilex","POP_013","SITE_0013",2018,75,304,229,0.800320650435205,420.337772808582,9.2721799044923,740.28210279576,"PAR_0000073",8.39619303587824,50.9383313776925,2479
"Quercus_ilex","POP_013","SITE_0005",2019,82,273,191,0.896264349068299,513.464907321059,10.9806193236932,665.180672982449,"PAR_0000074",11.8460958544165,48.6766739096493,61
"Quercus_ilex","POP_013","SITE_0009",2020,95,283,188,0.91927927428774,401.212312915674,9.99316171395006,782.672388589699,"PAR_0000075",-0.0882880203425884,42.9702319717035,2446
"Quercus_ilex","POP_013","SITE_0008",2021,94,294,200,0.84510961739267,452.212731766369,10.0222403982614,300.398012547439,"PAR_0000076",5.23823278490454,44.9718172568828,995
"Quercus_ilex","POP_013","SITE_0004",2022,92,282,190,0.90518123455583,454.099698830894,10.5012549244044,915.466838306471,"PAR_0000077",17.176240470726,44.1698424657807,759
"Quercus_ilex","POP_013","SITE_0010",2023,91,309,218,0.924114659471554,504.664372581777,9.843892780269,828.119305700098,"PAR_0000078",8.7865764182061,43.3598868316039,237
"Quercus_ilex","POP_014","SITE_0011",2018,81,279,198,0.881682285270572,419.3180880963,7.94699657483616,733.857723599554,"PAR_0000079",13.9348305994645,38.3985783392563,2009
"Quercus_ilex","POP_014","SITE_0013",2019,77,265,188,0.831368122734346,438.047046087696,11.9616297479335,721.385726708693,"PAR_0000080",9.14202921791002,35.4837601119652,91
"Quercus_ilex","POP_014","SITE_0003",2020,107,264,157,0.898116070686162,434.391367349359,10.6609976937933,704.558683244297,"PAR_0000081",8.05013604927808,52.134757693857,2188
"Quercus_ilex","POP_014","SITE_0005",2021,85,285,200,0.786837618089571,443.146373158158,11.2082150290016,657.120117912914,"PAR_0000082",3.22987588122487,54.3741656001657,274
"Quercus_ilex","POP_014","SITE_0009",2022,95,288,193,0.832735394611585,521.352940505407,11.442585592064,669.987808195258,"PAR_0000083",-1.0627661831677,46.9981298362836,2343
"Quercus_ilex","POP_014","SITE_0008",2023,108,306,198,0.819268396924016,367.247725722592,9.23089914003531,734.018850971835,"PAR_0000084",-9.32674243813381,53.7950133392587,62
"Quercus_ilex","POP_015","SITE_0007",2018,86,283,197,0.81316954347668,498.824842429165,12.8667732854668,593.7403715089,"PAR_0000085",12.9494713013992,45.9599877102301,1179
"Quercus_ilex","POP_015","SITE_0002",2019,72,282,210,0.964544708670156,413.780756012431,10.4238926131457,848.571084045312,"PAR_0000086",-3.34077257895842,47.6722661405802,1939
"Quercus_ilex","POP_015","SITE_0003",2020,91,278,187,0.830771436205536,457.67137385554,8.83668746639581,756.568623042186,"PAR_0000087",10.3108338778839,51.6718387091532,2236
"Quercus_ilex","POP_015","SITE_0007",2021,96,285,189,0.850790166566522,473.481498712887,8.9686020297842,642.579203352426,"PAR_0000088",-0.443820615764707,49.6064465958625,1279
"Quercus_ilex","POP_015","SITE_0009",2022,78,310,232,0.782302868300471,471.667516411217,10.5136163236872,901.790861150435,"PAR_0000089",9.07349483808503,48.8227175129578,1653
"Quercus_ilex","POP_015","SITE_0009",2023,96,277,181,0.815807900778597,482.027001961885,12.4939882204933,692.973228606013,"PAR_0000090",17.3525420902297,52.284796750173,881
"Quercus_ilex","POP_016","SITE_0003",2018,90,281,191,0.814221411854841,450.775234003442,10.4512318785294,760.493601073233,"PAR_0000091",10.921076326631,45.477106096223,1829
"Quercus_ilex","POP_016","SITE_0005",2019,87,291,204,0.902534375475283,463.319287976023,9.29227794037485,753.745774903427,"PAR_0000092",13.8171649328433,53.1224784068763,1916
"Quercus_ilex","POP_016","SITE_0013",2020,85,289,204,0.764848824812637,378.056196785299,7.01113869662114,616.92087311857,"PAR_0000093",-4.72933248151094,54.7616715123877,1884
"Quercus_ilex","POP_016","SITE_0008",2021,75,269,194,0.861267301335518,474.075053038487,6.06220372359524,568.118352848198,"PAR_0000094",13.447473871056,42.1811443567276,2237
"Quercus_ilex","POP_016","SITE_0001",2022,96,280,184,0.880736995158414,462.650373061901,9.73334512634217,574.885931071952,"PAR_0000095",9.53748275758699,36.0838592657819,312
"Quercus_ilex","POP_016","SITE_0012",2023,95,280,185,0.804873416845085,391.062606906741,10.789235400848,605.623470164416,"PAR_0000096",-1.6821450740099,50.3283317154273,1924
"Quercus_ilex","POP_017","SITE_0004",2018,78,283,205,0.944589062539605,485.397023844776,8.59751874746632,809.23786880388,"PAR_0000097",-5.37448930786923,42.3382015479729,2439
"Quercus_ilex","POP_017","SITE_0010",2019,83,264,181,0.837793397892511,552.765534510785,9.44501546978698,588.003888645646,"PAR_0000098",-3.53410666575655,44.7174018342048,14
"Quercus_ilex","POP_017","SITE_0009",2020,91,276,185,0.839201682383623,475.239145351232,6.46691686461614,541.770414246957,"PAR_0000099",-8.13711732625961,38.1562301935628,1149
"Quercus_ilex","POP_017","SITE_0003",2021,92,280,188,0.859267834854989,452.111849518388,11.2020477731902,737.91854510489,"PAR_0000100",2.56181829143316,46.3840914703906,1221
"Quercus_ilex","POP_017","SITE_0001",2022,100,282,182,0.792989149716807,400.411445175872,7.03799930470741,1066.94975132343,"PAR_0000101",14.9186067306437,52.1366962371394,2177
"Quercus_ilex","POP_017","SITE_0009",2023,81,263,182,0.879242239538316,383.719644769658,9.03676757491553,874.649900547503,"PAR_0000102",9.52132081380114,49.7556492732838,1822
"Quercus_ilex","POP_018","SITE_0011",2018,80,294,214,0.860568437217984,514.391165538955,11.597207397161,576.73143927082,"PAR_0000103",-0.348555005621165,36.1510260310024,856
"Quercus_ilex","POP_018","SITE_0007",2019,87,297,210,0.824948181588578,518.893362253141,8.97357090690867,710.554948768887,"PAR_0000104",10.818365609739,51.5863561537117,2451
"Quercus_ilex","POP_018","SITE_0008",2020,82,265,183,0.888438434681633,471.75073561848,12.8456229387466,711.164334754392,"PAR_0000105",-5.41054881410673,38.1856989581138,1084
"Quercus_ilex","POP_018","SITE_0011",2021,100,308,208,0.83103286516896,433.251948774008,11.981706989248,640.394382941134,"PAR_0000106",9.66027051443234,46.725362399593,2186
"Quercus_ilex","POP_018","SITE_0003",2022,95,284,189,0.937147649178858,489.233603967072,11.2374154292489,556.722343187524,"PAR_0000107",-2.28672842495143,38.2143451878801,1537
"Quercus_ilex","POP_018","SITE_0001",2023,103,276,173,0.922740287057223,538.371436037295,8.38236664171409,891.73937660504,"PAR_0000108",-5.43690242571756,52.3353762505576,150
"Quercus_ilex","POP_019","SITE_0013",2018,91,281,190,0.919577177917283,521.951237300022,12.8305862532502,680.289050952097,"PAR_0000109",8.04201390128583,40.7622061762959,658
"Quercus_ilex","POP_019","SITE_0009",2019,90,266,176,0.860529671036609,461.897489114341,8.90694800170147,722.818291441041,"PAR_0000110",12.5401736306958,45.3030274948105,28
"Quercus_ilex","POP_019","SITE_0004",2020,102,283,181,0.782110268871529,433.261333143659,7.53741211873009,936.877117170368,"PAR_0000111",16.3906660978682,41.3715057400987,764
"Quercus_ilex","POP_019","SITE_0014",2021,95,295,200,0.920720984416115,511.842353924584,9.84256404956789,855.793328196253,"PAR_0000112",18.9588673925027,49.7783638164401,1599
"Quercus_ilex","POP_019","SITE_0013",2022,96,267,171,0.771413304643335,390.077023488513,11.3339699708845,777.242565388746,"PAR_0000113",-9.5157693233341,43.0222911108285,1360
"Quercus_ilex","POP_019","SITE_0009",2023,95,295,200,0.83309455225734,459.790093284785,7.69766741609718,548.964444983638,"PAR_0000114",10.5046484223567,45.9500156342983,2249
"Quercus_ilex","POP_020","SITE_0004",2018,77,269,192,0.799691143352407,528.88674435667,11.0005918398884,774.321456360695,"PAR_0000115",13.0702153616585,42.2125407215208,494
"Quercus_ilex","POP_020","SITE_0006",2019,91,288,197,0.823543333355939,445.015562689306,7.16540573433432,533.993427924419,"PAR_0000116",12.649235909339,44.6634113229811,1327
"Quercus_ilex","POP_020","SITE_0008",2020,93,276,183,0.876114207240125,455.737756791222,11.8719295846617,674.888326253474,"PAR_0000117",5.28630404034629,37.9901651013643,2044
"Quercus_ilex","POP_020","SITE_0011",2021,92,282,190,0.859252792769742,430.595473525635,6.87275085498892,955.004948874838,"PAR_0000118",-4.58266121800989,53.3746962249279,2479
"Quercus_ilex","POP_020","SITE_0008",2022,100,291,191,0.81247354109839,477.56459347457,10.9189850896608,859.908883873464,"PAR_0000119",16.6541710752062,54.4576188549399,1819
"Quercus_ilex","POP_020","SITE_0010",2023,106,299,193,0.920507569242248,480.293716212936,12.3646246735817,743.99571522287,"PAR_0000120",-0.931341866962612,42.2802729019895,2240
"Quercus_ilex","POP_021","SITE_0008",2018,72,280,208,0.90877988016611,478.249166854478,11.2885392329869,1065.88975277585,"PAR_0000121",3.98666778346524,41.8948595691472,1996
"Quercus_ilex","POP_021","SITE_0008",2019,82,268,186,0.868335812184729,528.537255064224,8.64927536552901,824.087533149848,"PAR_0000122",14.1211186768487,44.0509796701372,1610
"Quercus_ilex","POP_021","SITE_0012",2020,107,295,188,0.950761712249989,366.788426337277,11.3122344919129,546.102867317814,"PAR_0000123",13.7859280523844,40.2426452655345,1756
"Quercus_ilex","POP_021","SITE_0007",2021,93,281,188,0.888630786258144,502.951422625755,8.94547041583599,893.939538598624,"PAR_0000124",6.38397882925346,40.7328239129856,441
"Quercus_ilex","POP_021","SITE_0013",2022,99,294,195,0.947969654712834,558.833056395209,10.2238607000922,690.41787681389,"PAR_0000125",17.5109715433791,44.2397262435406,2143
"Quercus_ilex","POP_021","SITE_0014",2023,100,278,178,0.8423244568019,522.18952294725,8.03588068637433,730.029778034616,"PAR_0000126",-9.75481522269547,44.3627356830984,1061
"Quercus_ilex","POP_022","SITE_0004",2018,92,268,176,0.859682345329383,496.135166764062,8.2191144562315,687.725544026176,"PAR_0000127",-7.40588946035132,45.1217281259596,293
"Quercus_ilex","POP_022","SITE_0012",2019,84,277,193,0.914422278761169,510.530500049989,8.66599648549939,639.185888925754,"PAR_0000128",7.50017983838916,45.7547869486734,1620
"Quercus_ilex","POP_022","SITE_0008",2020,95,293,198,0.832100446812923,503.425069511367,12.9191494525532,908.100998026345,"PAR_0000129",11.7673388356343,46.6800000937656,881
"Quercus_ilex","POP_022","SITE_0015",2021,95,295,200,0.848232619748691,491.340633048915,12.4295010795699,595.918394081213,"PAR_0000130",19.807077771984,37.8013679338619,572
"Quercus_ilex","POP_022","SITE_0008",2022,86,283,197,0.809659154709981,453.873320809834,8.10082318844847,680.352959826076,"PAR_0000131",3.7530732434243,49.3874513590708,51
"Quercus_ilex","POP_022","SITE_0001",2023,106,281,175,0.902757290307987,529.349203853119,12.1306521115612,953.371018546356,"PAR_0000132",-6.73097636085004,37.4009012663737,62
"Quercus_ilex","POP_023","SITE_0004",2018,87,289,202,0.914889406331072,503.054305310595,9.35159814440489,923.894503874931,"PAR_0000133",-7.7615897427313,50.9381370432675,1689
"Quercus_ilex","POP_023","SITE_0004",2019,86,268,182,0.91625329469415,470.535265136481,15.131829553046,756.643313970093,"PAR_0000134",-4.72494360525161,38.0204151663929,511
"Quercus_ilex","POP_023","SITE_0006",2020,90,279,189,0.928857243897434,481.471227575514,10.6657881421231,729.516614140687,"PAR_0000135",-9.82281705131754,51.3575622066855,2000
"Quercus_ilex","POP_023","SITE_0014",2021,96,284,188,0.843672786911624,470.756661667222,9.69560834187238,921.12145930257,"PAR_0000136",-0.22680772934109,47.198771815747,1601
"Quercus_ilex","POP_023","SITE_0007",2022,95,270,175,0.955590861090734,507.077464642531,11.6298349108963,660.978655497403,"PAR_0000137",8.629327241797,42.8089141938835,1777
"Quercus_ilex","POP_023","SITE_0010",2023,97,283,186,0.809112758525392,431.081463204284,9.87910590535715,794.186287261625,"PAR_0000138",-8.89957787469029,46.8212652672082,1935
"Quercus_ilex","POP_024","SITE_0013",2018,103,282,179,0.87047064063699,450.832870934007,8.93696426389055,751.60270588153,"PAR_0000139",13.0883883615024,45.9072510153055,901
"Quercus_ilex","POP_024","SITE_0004",2019,99,285,186,0.820751321665997,409.569678759255,10.2179517235749,547.954949019317,"PAR_0000140",2.02158713480458,35.4516802914441,616
"Quercus_ilex","POP_024","SITE_0001",2020,88,293,205,0.890574966905057,571.635821878126,10.5942358954459,612.44038507404,"PAR_0000141",12.0019315765239,36.0812313808128,1471
"Quercus_ilex","POP_024","SITE_0002",2021,84,271,187,0.814532833769226,438.932349199405,8.5505659085497,571.718724670637,"PAR_0000142",0.886000222526491,50.8672387013212,599
"Quercus_ilex","POP_024","SITE_0005",2022,95,288,193,0.881357509105708,423.868198602066,9.40201780896525,704.686258845138,"PAR_0000143",7.76932346168905,43.8300298154354,236
"Quercus_ilex","POP_024","SITE_0007",2023,95,294,199,0.864111816037075,460.302748850943,9.0398924554739,918.552837233337,"PAR_0000144",9.69444421119988,36.8240222893655,1202
"Quercus_ilex","POP_025","SITE_0009",2018,81,286,205,0.870154638986377,339.353641868099,10.6877181221859,928.178664114544,"PAR_0000145",-7.10148826939985,50.7498465897515,1492
"Quercus_ilex","POP_025","SITE_0014",2019,91,281,190,0.852937441760044,498.293998657445,10.8603210322307,649.566361409352,"PAR_0000146",14.9968979251571,43.330391459167,1190
"Quercus_ilex","POP_025","SITE_0008",2020,83,276,193,0.880490780572226,475.299194157069,12.8846056220012,898.797374053586,"PAR_0000147",13.1530714593828,44.9968994967639,667
"Quercus_ilex","POP_025","SITE_0010",2021,96,266,170,0.82515021857351,375.688091545027,11.0053408712467,783.150471130357,"PAR_0000148",17.8592830314301,43.9747767476365,1671
"Quercus_ilex","POP_025","SITE_0009",2022,98,284,186,0.842011855257816,538.331640863248,10.8564346962482,734.422183012237,"PAR_0000149",19.8554564546794,42.2141241561621,778
"Quercus_ilex","POP_025","SITE_0010",2023,101,286,185,0.889890641449464,472.309992206336,5.88944071378866,620.801381247803,"PAR_0000150",-9.10838735057041,37.6446062186733,2060
"Quercus_ilex","POP_026","SITE_0009",2018,96,263,167,0.876274638582656,393.757515838979,7.92556277458364,612.113015701019,"PAR_0000151",18.0933565553278,35.533851608634,956
"Quercus_ilex","POP_026","SITE_0005",2019,98,269,171,0.898306671734823,519.569781456471,8.62197799731537,777.265504639493,"PAR_0000152",9.87163130193949,50.4970922973007,1650
"Quercus_ilex","POP_026","SITE_0003",2020,81,275,194,0.803281357377808,375.706824315815,8.07323060220835,738.637629922024,"PAR_0000153",2.40116110304371,37.3870187578723,844
"Quercus_ilex","POP_026","SITE_0004",2021,82,294,212,0.89089427851267,505.179320588673,11.2217358620347,717.859549944947,"PAR_0000154",18.5292777908035,44.3598491325974,1325
"Quercus_ilex","POP_026","SITE_0015",2022,91,307,216,0.828414620678992,496.058272940247,13.584755482154,841.899713649055,"PAR_0000155",12.1164689492434,48.0306906020269,1281
"Quercus_ilex","POP_026","SITE_0007",2023,103,295,192,0.856240601576445,498.016310325903,8.40240119793778,620.984890272502,"PAR_0000156",3.04117671446875,52.0315659232438,747
