"tree_species","insect_population","fungus_strain","temperature","humidity","insect_size","insect_resistance","fungus_growth","fungus_virulence"
"Tree_A","Insect_D","Fungi_2",6.60661586463872,63.2996025600317,6.39205099032383,0.951888998250578,16.2484958371714,0.401008460971979
"Tree_A","Insect_C","Fungi_2",16.1263328870867,61.0472123931066,18.5658209089993,0.672583088326425,16.5899874043828,0.546371112699109
"Tree_D","Insect_D","Fungi_3",3.04814739519383,93.1157881102834,8.30133902819683,0.951807689810089,17.6269919597235,0.793788997646478
"Tree_B","Insect_A","Fungi_2",-11.8713288441852,56.3418118640143,6.80772450894992,0.721644573831528,13.8669753153199,0.342217533160844
"Tree_A","Insect_A","Fungi_2",14.4001862559547,63.2949747457857,16.3450790380267,0.707098614564718,14.4722823317076,0.570231547440192
"Tree_D","Insect_C","Fungi_4",-0.328004978798092,62.5553889737066,13.1596903585391,0.384754071642222,18.2650193295132,0.418292553510994
"Tree_D","Insect_E","Fungi_1",5.1520719378143,82.4984389713636,13.966298528797,0.574891916896258,19.691056698365,0.691293562478214
"Tree_A","Insect_B","Fungi_4",8.40360680803364,61.2583096905575,10.3107670030047,0.991918668359321,21.0512598585293,0.460705809431518
"Tree_E","Insect_D","Fungi_1",6.9523434478602,37.3572713337768,10.6076621230578,0.623495631105613,3.99453441370815,0.669869942889877
"Tree_D","Insect_D","Fungi_2",6.92787218078171,59.9481512859008,9.70618826032507,0.871474973551731,14.6264342552569,0.508354787240025
"Tree_B","Insect_D","Fungi_3",12.9840405109249,91.4956863831154,8.32629352704189,0.919199816711958,19.2039022358966,0.952278391632258
"Tree_D","Insect_B","Fungi_2",17.6844140893007,40.5336436909135,15.1611654300018,0.807048056490966,5.13914429088519,0.746671980291505
"Tree_B","Insect_C","Fungi_1",19.0832324307799,33.7435535859206,18.7496102686569,0.58836345758044,2.24410976962385,0.805343505516395
"Tree_C","Insect_A","Fungi_3",17.5506947345717,53.3683803614627,15.2308493203358,0.533628547410192,6.77959023341436,0.886893552453953
"Tree_E","Insect_A","Fungi_2",1.48041786608935,86.3062825635671,9.55920161851421,0.886994196543169,25.0036204177909,0.471278503213874
"Tree_C","Insect_B","Fungi_2",5.90639052864348,72.9600165220415,11.1318724685805,1,22.000319372356,0.674739419277558
"Tree_A","Insect_A","Fungi_4",14.7821820345234,85.9522358627147,14.570493575946,0.560704433886634,30.8970006122134,0.496439458696134
"Tree_E","Insect_A","Fungi_1",14.4735272078561,63.6875139755679,14.9376100236555,0.699858412770141,11.1726031891931,0.734464394578102
"Tree_A","Insect_A","Fungi_2",5.28030712032502,71.3153640990279,14.3079322281759,0.712967088725751,16.9820543794497,0.708366193224294
"Tree_B","Insect_A","Fungi_4",19.619489639641,59.0482216948267,19.5270996771721,0.727651061273214,16.3859562220029,0.626888655461056
"Tree_D","Insect_A","Fungi_4",3.51457556032964,72.114354709695,10.1444317396268,0.600523456126618,28.0541209006621,0.389394293014132
"Tree_D","Insect_B","Fungi_4",16.9341925367346,54.416197440092,14.1549799952867,0.830254898468411,14.1810335928282,0.599167474532606
"Tree_B","Insect_C","Fungi_1",10.15094189712,72.2723121298771,18.1428800686246,0.565946568274558,14.2919520996477,0.851070466720748
"Tree_C","Insect_B","Fungi_3",13.8595882629291,94.9302890769281,12.8072516677209,0.926766776683049,19.1324517517876,0.878208938759083
"Tree_D","Insect_A","Fungi_3",15.9508796656312,30,13.8198617450602,0.739581793160917,2.19808632237283,0.999304134512238
"Tree_B","Insect_C","Fungi_3",0.575467385545601,95,12.0590309302556,0.321858493432635,21.8236355033553,0.754724871911436
"Tree_D","Insect_C","Fungi_2",-5.59314048779644,32.2819643448916,11.8808071109698,0.312285698391967,3.38893718115686,0.487656155960928
"Tree_C","Insect_D","Fungi_4",23.7249612263864,78.6749458705169,12.14995610165,0.85916919032191,26.497766998183,0.639486296308455
"Tree_C","Insect_C","Fungi_2",8.53221977955364,80.7691620583154,16.7030859275605,0.661440973426191,24.9608609709768,0.463099567607429
"Tree_C","Insect_B","Fungi_4",19.0693523837098,30,11.999574869867,1,1.35505692494448,0.58395020566496
"Tree_A","Insect_B","Fungi_1",-6.46329583097781,74.2576364197378,5.80100007100655,1,18.0142744274269,0.523738567737123
"Tree_B","Insect_D","Fungi_1",18.0516519949785,91.2338587229797,12.6847332894493,0.73417063867536,21.8696503789532,0.854296941437441
"Tree_C","Insect_E","Fungi_4",4.14117107777017,30,10.7415004024695,0.540413494974343,2.33315497639942,0.427244511960674
"Tree_D","Insect_A","Fungi_3",12.3311155517855,72.7634174223022,14.9901699474637,0.562134108380124,13.2246642232888,0.906669935988305
"Tree_E","Insect_C","Fungi_1",5.53015273813881,78.8202427545664,16.4702190053342,0.580125221043338,18.3672436431246,0.53863179300382
"Tree_B","Insect_C","Fungi_2",4.03291850723687,60.2358562796029,15.0774274243036,0.61523399405137,16.1543653623894,0.447130436538779
"Tree_E","Insect_C","Fungi_4",31.9235381244013,68.449912256641,21.4958843946635,0.599927033710115,17.9551284435371,0.551946851488362
"Tree_E","Insect_C","Fungi_3",5.60419586304388,88.7998823878619,14.9972168974565,0.621192685772294,16.8990852351139,0.680528857691243
"Tree_A","Insect_A","Fungi_3",9.98728684877901,54.052369510943,14.8350115139652,0.707325455432818,6.1056888621884,0.827431136266543
"Tree_A","Insect_A","Fungi_1",15.8658309433666,79.787338703033,15.5249961640074,0.723564851742792,22.3210797238445,0.976658909705439
"Tree_B","Insect_C","Fungi_2",20.2571250366871,48.8124188740776,18.3758848165562,0.374608637687225,7.77344763658757,0.527843548634061
"Tree_C","Insect_A","Fungi_2",11.6677441574321,30,13.4765239891103,0.71133869972391,0.408540537881608,0.579757084027709
"Tree_E","Insect_D","Fungi_2",9.98044365582649,45.9310110359219,7.21315620933553,0.706860252924524,7.48489014633836,0.567653146776975
"Tree_E","Insect_D","Fungi_3",18.47790326014,57.4059919351976,10.5288479889772,0.824828280340249,8.84349557587513,0.921465680959726
"Tree_B","Insect_B","Fungi_2",4.29987468657751,65.0772592702287,5.8040557665934,0.913285704493333,16.1510794981677,0.66363096925332
"Tree_E","Insect_D","Fungi_4",-0.151074910272825,43.7931793986914,8.54898905677418,0.931705869806642,9.85167690448079,0.285548153861895
"Tree_E","Insect_D","Fungi_1",20.9439097312026,54.69169590721,10.19233010736,0.836957247769436,11.9196268420942,0.843976211236538
"Tree_D","Insect_B","Fungi_3",-5.27482808317815,38.4559642476078,7.5982943974515,1,0.757479788029218,0.506792138766861
"Tree_C","Insect_B","Fungi_1",-3.62250762691745,74.5176685154088,10.2545327297962,0.902178396569779,19.523854514622,0.588799293162434
"Tree_A","Insect_D","Fungi_1",14.6624052577115,30,9.29762730821821,0.987937338991956,-0.152859369767862,0.800212422207637
"Tree_A","Insect_A","Fungi_1",13.0490240983882,39.5981878610358,13.5793042069339,0.691416890659771,5.74669340082998,0.853786364240662
"Tree_C","Insect_E","Fungi_2",5.35310938939488,58.8013333394594,10.9394961050248,0.678057215308409,15.00258921586,0.45660510223302
"Tree_B","Insect_A","Fungi_4",-8.28280246845528,42.7501055033864,9.29407663779477,0.826834389635285,8.05223764142609,0.160334325917475
"Tree_A","Insect_B","Fungi_2",3.94316262040483,70.3909159633897,9.39514786584125,0.85732689766622,19.9927442536832,0.372734815760747
"Tree_D","Insect_D","Fungi_4",0.827295695929433,95,8.64286527553815,0.883985880282935,36.0977572979778,0.375033419663996
"Tree_D","Insect_A","Fungi_1",-1.46309560968741,43.8711869627598,9.02585455076046,0.84399663836577,3.54923925322422,0.580403381836365
"Tree_D","Insect_A","Fungi_3",-6.17268689946356,30,7.26308109399267,0.817730071267259,4.46526361877902,0.520829584428317
"Tree_D","Insect_E","Fungi_3",-4.28728384817066,95,8.39524429673048,0.602406615192373,18.8203110153669,0.782749386873022
"Tree_C","Insect_A","Fungi_4",5.87974850389373,59.6651017556234,12.0672317686184,0.719627512764191,19.7254857047325,0.42236261192028
"Tree_A","Insect_C","Fungi_4",13.00389757072,48.3731035878762,18.5914078058152,0.504009786198181,12.8302689786043,0.380570944531643
"Tree_B","Insect_A","Fungi_3",4.96025021690155,61.4861112095634,11.2376366561479,0.698755039255771,11.6006474031161,0.733673873255149
"Tree_E","Insect_A","Fungi_3",0.652442679635546,30,10.3471265383063,0.673857046329059,-1.84921499873814,0.745538349551725
"Tree_D","Insect_E","Fungi_1",14.7618847277863,62.0564553728498,15.6403675432115,0.580115247006544,12.7225519139428,0.698067860321865
"Tree_A","Insect_D","Fungi_4",6.25224593527334,34.6306526233389,8.41229806435277,0.710092194860842,5.94166470991582,0.249538089884674
"Tree_D","Insect_A","Fungi_3",2.51525427732066,56.5502413257783,10.8464798064938,0.632087486405968,8.61290932769724,0.618129846795818
"Tree_D","Insect_D","Fungi_2",17.0852412625484,51.8761909722754,9.17178963108551,1,12.3092683244359,0.691697668748843
"Tree_E","Insect_C","Fungi_2",5.40997229101267,55.7293391823349,14.8235803058999,0.530077141591742,13.8816824032627,0.529532020744283
"Tree_D","Insect_B","Fungi_4",16.6656762278399,59.036071493547,12.6443287303632,0.928724223074285,17.4052689133247,0.50160569358517
"Tree_D","Insect_A","Fungi_2",9.41275267326535,75.5220030179171,13.5287422839354,0.769717532012681,18.904332118467,0.422237915590899
"Tree_E","Insect_D","Fungi_4",5.82059590935451,70.1433894794716,9.88649911204322,0.785499304251877,26.0242611026636,0.622909704992342
"Tree_E","Insect_A","Fungi_4",19.2231216655464,77.6852726254142,14.1273112615949,0.663967155637757,28.8177212983018,0.400480982465357
"Tree_C","Insect_E","Fungi_2",-7.84043134744486,60.4901007151845,8.96251122074424,0.600380144152893,14.4090907153815,0.462629750419546
"Tree_E","Insect_C","Fungi_1",6.3055426636933,95,14.6753379918575,0.33414638816399,25.75815091591,0.640109784116448
"Tree_C","Insect_C","Fungi_2",20.3994665621072,90.5588424087083,16.4668835245971,0.47172386980827,29.257511898182,0.719258632701289
"Tree_A","Insect_B","Fungi_4",25.6965620625628,41.7122289300267,15.2128537785989,0.958389957133558,3.38642830378142,0.713460090709184
"Tree_A","Insect_A","Fungi_2",3.26156581633979,70.3382197911302,12.9169714212129,0.640476707228634,18.1974184681257,0.42374114016954
"Tree_B","Insect_C","Fungi_3",7.42474462828641,60.6937447872937,15.1236842628828,0.498717285675095,12.0633655619608,0.658134959010816
"Tree_C","Insect_E","Fungi_3",8.48730200704545,65.9432156199545,12.4272424280221,0.436148642958959,12.2748029481763,0.599426564497859
"Tree_B","Insect_E","Fungi_4",7.41543511024023,49.9696311335133,9.68371236055052,0.718850236317087,13.8596221271904,0.338517170912673
"Tree_A","Insect_B","Fungi_2",8.04908547376979,30.1235113043941,10.4184391304725,0.780091503465953,2.27494969787761,0.572671197553829
"Tree_C","Insect_E","Fungi_1",11.5127838609316,55.3553210961719,13.3427741358216,0.680182022355926,10.0829233971996,0.588529405592136
"Tree_C","Insect_B","Fungi_1",19.0770428397016,56.7763112061946,10.9949334913567,0.852791708318096,6.82288818683487,0.973449656726563
"Tree_A","Insect_C","Fungi_2",2.33018824904223,81.2577225495035,15.1478944083046,0.473371038762986,26.6813832158307,0.433382673284309
"Tree_C","Insect_D","Fungi_1",20.187212422139,55.8279569302974,11.8858402527125,0.755045734849929,13.4749307731472,0.758564520899655
"Tree_D","Insect_A","Fungi_2",16.3564189794236,30,11.866270012864,0.689371728653559,3.15925221622555,0.593548076194863
"Tree_A","Insect_A","Fungi_1",9.54428010169936,34.3979681571266,14.2870466410871,0.708858164079388,1.68225927981868,0.748755131707171
"Tree_B","Insect_E","Fungi_2",-1.26741183967753,39.2877309303607,8.6016227644068,0.875897923063598,7.57027843826991,0.523732689818658
"Tree_D","Insect_D","Fungi_1",16.2783860410628,30,10.0313102952591,0.953696648861514,0.770723635899377,0.918661177938053
"Tree_A","Insect_C","Fungi_2",18.0474791818895,58.8372249223649,18.7568851004427,0.295918550224762,17.0206538493806,0.552478320412356
"Tree_C","Insect_B","Fungi_2",35.6686887913713,83.6331212435868,20.1200263090553,0.59202356825126,26.4892249969948,0.820834926738585
"Tree_E","Insect_E","Fungi_3",11.7726069657943,38.7313198173176,11.6129479367068,0.602722922098195,2.11791871443218,0.727642393908911
"Tree_A","Insect_B","Fungi_4",20.0663451129872,81.8024893662966,13.7912731235048,0.688918086161296,29.2161582555005,0.620694662730539
"Tree_C","Insect_D","Fungi_3",9.46332681420113,45.5991182749075,8.70839058996996,0.844716261132695,11.4580186105381,0.688572129546689
"Tree_D","Insect_A","Fungi_3",5.9065494677586,95,12.7231086298952,0.55949473374541,19.6474527261174,0.813639794403832
"Tree_A","Insect_C","Fungi_2",10.1759644813754,59.2127393547297,18.1365690462573,0.537164906977642,15.0098126195048,0.571697371866592
"Tree_D","Insect_A","Fungi_1",19.5994658347728,95,14.0796809193751,0.518856508674657,26.1920863257593,0.956920323021069
"Tree_B","Insect_E","Fungi_1",7.13852448627438,44.6462451295845,11.8480808081039,0.619425398094691,6.3037759549985,0.742850729076196
"Tree_B","Insect_E","Fungi_4",6.7090966412063,87.2861409934476,11.3973936017905,0.543864504554276,33.0723125408043,0.435959683461715
"Tree_A","Insect_C","Fungi_2",-6.06762079909866,46.5915506723589,12.5424929800342,0.513164913876187,5.21297368474189,0.267416989258161
"Tree_D","Insect_A","Fungi_4",7.66001947355849,95,12.4323298442223,0.552602970544744,37.5318923023843,0.539289992970297
"Tree_D","Insect_B","Fungi_1",9.69910612387443,81.0796763619545,10.270389618851,0.867298981232738,19.5121209088674,0.751258769421898
"Tree_D","Insect_B","Fungi_3",-1.62626879891468,75.9337942364197,9.32096424571351,0.884714926099486,17.7381633074468,0.576499169852178
"Tree_D","Insect_C","Fungi_3",-13.8655989278066,30,5.98132931474521,0.472929585601379,2.03728622100384,0.284266989524473
"Tree_C","Insect_D","Fungi_1",27.0766166311613,30,13.0521878898375,0.734724075352095,-1.91227771063368,0.896758658502726
"Tree_D","Insect_A","Fungi_2",8.73306645913358,77.1526730258468,10.2647539126909,0.734508103042553,21.3541361466664,0.4396348704789
"Tree_D","Insect_C","Fungi_1",14.4415043727886,44.7914061805239,17.7049222011228,0.501083417741093,4.46861514687686,0.678030071848177
"Tree_E","Insect_A","Fungi_2",-0.0522157980383628,71.6073025541605,11.7465502829124,0.717717729580494,23.3377815457115,0.373227408825419
"Tree_E","Insect_A","Fungi_2",25.2082961342168,71.2752765545868,17.7261088875914,0.638657894344631,16.216214673946,0.868178095731315
"Tree_C","Insect_E","Fungi_4",-3.51386310452996,58.0170689386761,7.88134756589961,0.634071332236531,19.6336697893666,0.216141302445793
"Tree_B","Insect_A","Fungi_4",15.0727360324392,67.2082127551918,14.4305548032386,0.725622316158428,28.3925784124964,0.626842192382351
"Tree_A","Insect_D","Fungi_1",9.09602769010344,68.8115582912655,7.54975698367688,0.664805018015933,15.0467205634329,0.678448538045939
"Tree_B","Insect_C","Fungi_4",-2.06490950211336,53.2797058524033,11.851587782645,0.807439678359771,13.5473167078771,0.393864711505467
"Tree_B","Insect_D","Fungi_2",0.740895495225032,74.165397584633,8.10041473785761,0.929950747850248,17.7890792290802,0.391071264879033
"Tree_B","Insect_E","Fungi_3",5.47708261595212,91.4397682529841,10.2158631654754,0.645784159778953,21.6864978150583,0.703967789585338
"Tree_D","Insect_D","Fungi_2",16.3629917614393,59.6741384547537,11.3733039220466,0.826984220956261,15.3933224626836,0.682848691700989
"Tree_C","Insect_D","Fungi_1",8.8544941961765,45.3195107944064,8.62107907334493,0.874224903221862,3.88502223357796,0.712640439891994
"Tree_C","Insect_A","Fungi_3",26.2134636820852,68.4452802464163,17.7407035839797,0.532406704498784,13.5576381073072,1
"Tree_B","Insect_D","Fungi_4",19.3280241717494,47.7048567747454,8.8650575232051,0.657503771539063,12.9624974759461,0.402882589257628
"Tree_D","Insect_D","Fungi_1",10.5483995323902,39.693221991512,10.0748937080282,0.622645620836053,4.20350707513859,0.78557562077129
"Tree_E","Insect_C","Fungi_4",2.98004796166531,69.35869372012,12.8085851251978,0.469647612439584,24.0279903628772,0.307881829135185
"Tree_A","Insect_A","Fungi_4",26.2942057507968,73.5853675439986,18.5816721082233,0.902339494495938,25.2907790854465,0.660801644593546
"Tree_B","Insect_D","Fungi_4",2.63762885938168,65.0181058645843,7.00828092934267,0.917488424784677,19.4408854758685,0.480490116092769
"Tree_B","Insect_E","Fungi_2",0.467059162122741,71.1366493953516,11.4857852492272,0.796253274340212,19.8313845740519,0.401679801524224
"Tree_A","Insect_C","Fungi_4",20.388645703611,67.5421844996288,17.7973838595052,0.687800374735202,24.4719402867448,0.496030867099718
"Tree_C","Insect_C","Fungi_3",21.9958263368596,30,21.9154846298779,0.486200996194868,2.67521446940283,1
"Tree_C","Insect_D","Fungi_4",29.2799539234967,49.3392279585054,11.4389332410899,0.829150329174966,12.3748009854475,0.677189531459858
"Tree_E","Insect_B","Fungi_2",-3.31415352315119,69.2046071535892,8.07924731044799,0.890167418493819,24.2640738534168,0.479916449088155
"Tree_B","Insect_E","Fungi_1",22.0206484341888,57.6202717684516,15.2259286729857,0.757742659045123,12.9653286373206,1
"Tree_C","Insect_D","Fungi_2",12.0151029717554,35.38550630555,11.4284073401368,0.81765843078263,5.02903662698231,0.536398060690916
"Tree_B","Insect_D","Fungi_3",13.7983831720821,47.4904219749653,11.2147484583359,0.676958045373352,3.27003513255164,0.842611862325452
"Tree_E","Insect_E","Fungi_4",-2.32154780076032,39.5981677147156,10.9404068702289,0.48681081396247,4.10764131005435,0.204643323171351
"Tree_D","Insect_B","Fungi_1",4.13553104079646,36.3144374536409,11.1934787204385,0.903859287097442,6.03914611767893,0.650649361159571
"Tree_A","Insect_C","Fungi_1",16.7802620573102,53.7969511899023,18.1133676788737,0.780628486629391,10.0055672637533,0.902464691376515
"Tree_A","Insect_D","Fungi_3",14.4774882382251,64.0618847644793,9.52165690172341,0.656131062843343,12.1296138860112,0.85153475821684
"Tree_A","Insect_D","Fungi_4",15.7889881825941,95,9.3561601791622,0.857595912023522,37.971970980585,0.427800291711196
"Tree_E","Insect_A","Fungi_4",10.5297563965488,60.5178052222785,12.8576399449963,0.6817358399725,21.4504184987472,0.431397677873224
"Tree_D","Insect_C","Fungi_4",5.27757832908777,59.3216394440273,11.9490062860556,0.500082503073789,15.4948489105786,0.401662257410212
"Tree_B","Insect_D","Fungi_3",-6.68759259822643,95,7.06983308340223,0.80387989961435,18.5313738645234,0.502036012222781
"Tree_A","Insect_E","Fungi_4",17.619890648346,30,16.9569793204874,0.623115923355592,6.78579511937316,0.432619690390324
"Tree_A","Insect_B","Fungi_1",2.16531174600199,61.1409919562911,9.08981797864332,0.920988401619366,10.7111842668005,0.605500058850004
"Tree_A","Insect_C","Fungi_2",15.8849202041307,95,18.4581558893336,0.565445433372528,29.7643773238728,0.643082235528774
"Tree_B","Insect_A","Fungi_4",-6.6424579119376,47.8371942041028,7.73897761610641,0.734285985115964,13.180909461641,0.290949611926052
"Tree_A","Insect_B","Fungi_2",14.349928703703,95,13.224292622099,0.69760068446725,28.6041926092613,0.50937800316184
"Tree_D","Insect_E","Fungi_3",-1.14139585840386,30,9.5337155480262,0.476271034420279,-3.45941397991955,0.618278083815691
"Tree_E","Insect_B","Fungi_4",4.36286787226196,71.8142018561993,10.0807002293553,0.921814137899865,27.3374664558119,0.346297495685809
"Tree_D","Insect_D","Fungi_3",16.9724641014392,30,10.9844992053654,0.751588248403788,7.62595817841638,0.871970515144458
"Tree_D","Insect_B","Fungi_3",18.0913013037386,68.7597351677162,13.0195620859793,0.899938824394335,12.0056672589504,0.877528827994815
"Tree_C","Insect_C","Fungi_2",4.95352049756037,54.7758972163305,13.8625287191538,0.598015793694984,11.4967814524044,0.505254960273706
"Tree_E","Insect_B","Fungi_1",0.679963837950186,54.7861970772394,7.45310581409475,1,13.0540521926336,0.62249516639211
"Tree_D","Insect_A","Fungi_2",8.85908985606609,85.2420143845971,14.0948758517718,0.716752985955404,29.396116843577,0.511615217744325
"Tree_D","Insect_E","Fungi_4",15.2223053285605,31.4527589336722,15.027509148939,0.663886504231322,2.85510403299919,0.511345297071192
"Tree_E","Insect_B","Fungi_4",23.2584152142278,41.221154642328,13.5270271480908,1,7.71022939319121,0.506983352620252
"Tree_C","Insect_D","Fungi_1",17.6623130335903,41.1421234108798,12.1603711565426,0.924508506248421,4.60641832910939,0.771306955502266
"Tree_B","Insect_A","Fungi_3",22.6776446984625,42.5183455510397,17.1150520395772,0.711889251860001,5.22885140394143,1
"Tree_E","Insect_D","Fungi_4",15.5382818143997,30,10.7066537866768,0.811448781209044,1.13679440335244,0.514372220268884
"Tree_D","Insect_C","Fungi_1",10.9267518677309,42.6368396803271,13.6358051916271,0.479560584604244,7.06030886115706,0.751676369886379
"Tree_D","Insect_A","Fungi_1",-1.41572942741234,93.9973650246397,12.9198584906979,0.735929642463449,20.07852930955,0.629092768788309
"Tree_B","Insect_E","Fungi_4",9.55408179802842,30.2015761661385,14.9323081766274,0.701462898150905,3.71099355581842,0.453940428463319
"Tree_A","Insect_E","Fungi_1",13.7290102330602,53.6391481222357,15.6806737136656,0.560011271679557,9.93285364392644,0.867796432510309
"Tree_C","Insect_A","Fungi_1",13.2759336623959,84.4294199015101,14.0115945517182,0.623462827168081,23.5097764891298,0.808783603664027
"Tree_E","Insect_C","Fungi_4",12.6466357160802,62.8831672642255,16.4637425117196,0.664246816153137,21.4169207920887,0.572548596369687
"Tree_E","Insect_C","Fungi_2",11.3974417774076,34.7918769708692,16.5792621335188,0.563298401307993,4.87965623216219,0.560484483311562
"Tree_D","Insect_B","Fungi_2",13.2678971121401,30.1151224855821,11.8028398051534,0.901376269108371,4.28410759439752,0.668902157704932
"Tree_C","Insect_D","Fungi_2",12.6288068963629,37.475559384228,8.6623462709289,0.843472621429875,3.76613047056346,0.562791561647362
"Tree_A","Insect_C","Fungi_1",0.679749800615748,59.4910640573814,13.6941334129421,0.595626634146945,13.7875594667427,0.574040321412494
"Tree_E","Insect_B","Fungi_4",13.3135775435704,46.4128651800307,9.37496787510992,0.926414021116663,11.08597705143,0.35503185543715
"Tree_D","Insect_C","Fungi_3",-6.97198227604818,87.095077811743,8.39690888212845,0.573808801895935,20.5407325602029,0.474990710301416
"Tree_E","Insect_A","Fungi_3",-1.04712005015067,85.4863490898896,11.4965454397636,0.848889851529185,16.259174345959,0.590324362435607
"Tree_A","Insect_C","Fungi_1",11.149968439788,64.8236365169042,16.0776036378933,0.538235139170693,13.7376474893241,0.789002443083272
"Tree_B","Insect_C","Fungi_1",8.36021175849879,44.8257912517541,13.1361464098124,0.528683994056589,4.64373537551027,0.610493995919789
"Tree_A","Insect_C","Fungi_4",12.230860763546,35.9479927744496,11.9924107772041,0.473049415319363,4.9878680927699,0.53472334241822
"Tree_E","Insect_A","Fungi_1",3.64707902066395,95,12.9045575893562,0.663257675551176,22.3495159703327,0.536832297531997
"Tree_B","Insect_E","Fungi_3",12.9001628025088,95,13.1343598912124,0.604031794979064,20.1595106238913,0.916564971787917
"Tree_D","Insect_B","Fungi_1",2.60327967405552,30,11.2797301807427,1,3.060856247907,0.562036173208816
"Tree_D","Insect_E","Fungi_1",31.8817525293268,54.3443502536017,19.0793201842399,0.605059304826487,11.8384400722899,0.959915778803368
"Tree_D","Insect_C","Fungi_2",19.2688310535165,30,19.8896528727596,0.497053957471414,0.495441313331717,0.656752129540935
"Tree_E","Insect_E","Fungi_3",4.78180451041153,66.0188874443089,11.5305210444773,0.486042723894392,12.0696205246361,0.727782157356156
"Tree_C","Insect_D","Fungi_3",0.0649419291524457,30.9964863766164,7.3190155726435,0.774756668529357,5.98531851472916,0.648432648005336
