"observation_id","population_id","species","site","year","date","doy","month","season","latitude","longitude","elevation","soil_type","soil_pH","slope","ndvi","evi","temperature","gpp","lai","precipitation","gdd","vegetation_health","sos_adj","eos_adj","budburst","flowering","senescence","quality_flag"
"OBS_000011","POP_18","Quercus_ilex","SITE_0001",2018,2018-03-30,89.780487804878,3,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,6.5687291440554,0.14163378808055,0.121573131954533,8.77870629785491,4.25889532161797,0.277809566545305,4.43130464051836,23.1803799813044,13.8422148970134,0,0,0,0,0,"excellent"
"OBS_000012","POP_18","Quercus_ilex","SITE_0001",2018,2018-04-08,98.6585365853659,4,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,6.5687291440554,0.213143643772435,0.136148076033167,2.85185065091469,7.744774312541,1.49794453834644,1.41823639338298,23.1803799813044,22.2740656306171,0,0,0,0,0,"excellent"
"OBS_000013","POP_18","Quercus_ilex","SITE_0001",2018,2018-04-17,107.536585365854,4,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,6.5687291440554,0.269598536773997,0.196742818768876,5.71095220394934,2.46281276172157,1.09823820771119,5.03539998376039,23.8913321852537,19.1137801887396,0,0,0,0,0,"excellent"
"OBS_000014","POP_18","Quercus_ilex","SITE_0001",2018,2018-04-26,116.414634146341,4,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,6.5687291440554,0.18369641560089,0.108523352486181,10.9030349579493,0.855440639521256,0.548307145411728,0.953157946812561,29.7943671432031,27.0540949955286,0,0,1,0,0,"excellent"
"OBS_000015","POP_18","Quercus_ilex","SITE_0001",2018,2018-05-05,125.292682926829,5,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,6.5687291440554,0.1,0.0835196325688846,8.45102618426418,3.12686146891313,0.0706041910424456,19.3918874797003,33.2453933274672,6.66098598831827,1,0,1,0,0,"excellent"
"OBS_000016","POP_18","Quercus_ilex","SITE_0001",2018,2018-05-14,134.170731707317,5,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,6.5687291440554,0.363889669444567,0.146573322596829,10.9374755187251,11.4924552975918,1.04620963579897,3.88677540989897,39.1828688461923,27.3484407994783,0,0,0,0,0,"excellent"
"OBS_000017","POP_18","Quercus_ilex","SITE_0001",2018,2018-05-23,143.048780487805,5,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,6.5687291440554,0.452522648072488,0.442970685436718,7.43373170880334,8.26644254910077,2.35808373149696,5.21085668358237,41.6166005549957,56.1767030815178,0,0,0,0,0,"excellent"
"OBS_000018","POP_18","Quercus_ilex","SITE_0001",2018,2018-05-31,151.926829268293,5,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,6.5687291440554,0.548932094382468,0.429132354184184,6.36857352455967,7.76411266956884,1.64032488127286,8.93182418887266,42.9851740795553,63.8431576239584,0,0,0,0,0,"excellent"
"OBS_000019","POP_18","Quercus_ilex","SITE_0001",2018,2018-06-09,160.80487804878,6,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,6.5687291440554,0.627361326711231,0.498699093560009,3.81181638569081,12.331493187236,2.79469971924862,6.46454995490075,42.9851740795553,60.794597432462,0,0,0,1,0,"excellent"
"OBS_000020","POP_18","Quercus_ilex","SITE_0001",2018,2018-06-18,169.682926829268,6,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,6.5687291440554,0.747099756014972,0.612686537382768,8.99061603766229,12.7130502296814,3.4429387221356,7.35309692783364,46.9757901172176,72.8745955363374,0,0,0,1,0,"excellent"
"OBS_000021","POP_18","Quercus_ilex","SITE_0001",2018,2018-06-27,178.560975609756,6,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,6.5687291440554,0.791424892863015,0.62311844452037,6.60939853500143,17.4627108739497,3.56658157742973,5.59812882832875,48.585188652219,70.6395698803968,0,0,0,1,0,"excellent"
"OBS_000022","POP_18","Quercus_ilex","SITE_0001",2018,2018-07-06,187.439024390244,7,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,6.5687291440554,0.822124731317271,0.6403786748246,0.492891372392415,4.39774227164579,2.74757255974181,4.73727960222917,48.585188652219,75.8632695905278,0,0,0,0,0,"excellent"
"OBS_000023","POP_18","Quercus_ilex","SITE_0001",2018,2018-07-15,196.317073170732,7,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,6.5687291440554,0.800817237731272,0.583503006457674,4.26886342693276,13.3749829916408,3.72241499008939,0.480676400108163,48.585188652219,77.7142836657769,0,0,0,0,0,"fair"
"OBS_000024","POP_18","Quercus_ilex","SITE_0001",2018,2018-07-24,205.19512195122,7,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,6.5687291440554,0.699767648632574,0.648574832114015,6.0584987617407,18.4042520784961,4.74507424021848,9.53430253849224,49.6436874139597,80.6702917070795,0,0,0,0,0,"excellent"
"OBS_000025","POP_18","Quercus_ilex","SITE_0001",2018,2018-08-02,214.073170731707,8,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,6.5687291440554,0.734408270289379,0.597152721011382,5.98364014123086,35.6488480566257,2.89801378621242,0.649342704854304,50.6273275551906,70.1975692220334,0,0,0,0,0,"excellent"
"OBS_000026","POP_18","Quercus_ilex","SITE_0001",2018,2018-08-10,222.951219512195,8,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,6.5687291440554,0.463040531234417,0.438687746407196,7.01957459107469,17.8483582417447,2.74193083269784,4.93337674650189,52.6469021462653,37.6962473341639,0,0,0,0,0,"excellent"
"OBS_000027","POP_18","Quercus_ilex","SITE_0001",2018,2018-08-19,231.829268292683,8,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,6.5687291440554,0.469464525356236,0.370672567309084,6.84231801948208,10.245679387539,2.41130215786622,2.352830931087,54.4892201657474,35.9225879406878,0,0,0,0,0,"excellent"
"OBS_000028","POP_18","Quercus_ilex","SITE_0001",2018,2018-08-28,240.707317073171,8,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,6.5687291440554,0.377605706311414,0.330934968347756,2.16446430381536,10.5365845486033,2.05070261088422,6.22119596733357,54.4892201657474,32.920728858598,0,0,0,0,0,"excellent"
"OBS_000029","POP_18","Quercus_ilex","SITE_0001",2018,2018-09-06,249.585365853659,9,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,6.5687291440554,0.347769545980613,0.220990192297048,6.81925798481949,2.15390789498121,1.12560509225131,2.39864714951842,56.3084781505669,35.1137138262982,0,0,0,0,0,"excellent"
"OBS_000030","POP_18","Quercus_ilex","SITE_0001",2018,2018-09-15,258.463414634146,9,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,6.5687291440554,0.367353961892509,0.28788509613415,6.06755697081483,6.48625160204408,1.03318626733219,3.99331048981535,57.3760351213817,24.9006916359137,0,0,0,0,1,"excellent"
"OBS_000031","POP_18","Quercus_ilex","SITE_0001",2018,2018-09-24,267.341463414634,9,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,6.5687291440554,0.238672530551187,0.266337032149208,9.7313798385762,8.20658530461964,1.35549935498227,4.59088877239946,62.1074149599579,33.7078498958402,0,0,0,0,1,"fair"
"OBS_000032","POP_18","Quercus_ilex","SITE_0001",2018,2018-10-03,276.219512195122,10,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,6.5687291440554,0.319622055114899,0.150074468006422,6.15031049041933,4.44785553226028,1.558521783105,7.49155980576791,63.2577254503772,32.5363105101766,0,1,0,0,1,"excellent"
"OBS_000033","POP_18","Quercus_ilex","SITE_0001",2018,2018-10-12,285.09756097561,10,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,6.5687291440554,0.252592415582241,0.153186835917323,8.11040393233873,5.01427985057121,1.2395028827012,11.676127974989,66.3681293827159,19.6605558765241,0,0,0,0,0,"good"
"OBS_000034","POP_18","Quercus_ilex","SITE_0001",2018,2018-10-20,293.975609756098,10,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,6.5687291440554,0.312058953301556,0.248481772871726,8.75319642596838,9.10199395661136,2.67779118271499,1.25456949472331,70.1213258086843,32.4242647460715,0,0,0,0,0,"good"
"OBS_000035","POP_18","Quercus_ilex","SITE_0001",2018,2018-10-29,302.853658536585,10,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,6.5687291440554,0.167158419325839,0.139723451038893,6.02830505933831,3.54256285441679,0.802027910846257,1.8419821345443,71.1496308680226,23.2239148310085,0,0,0,0,0,"excellent"
"OBS_000036","POP_18","Quercus_ilex","SITE_0001",2018,2018-11-07,311.731707317073,11,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,6.5687291440554,0.256771514837687,0.240991169844159,6.81674956299511,4.66226366319875,1.20139567648309,10.4351238608404,72.9663804310178,25.236460334236,0,0,0,0,0,"excellent"
"OBS_000037","POP_18","Quercus_ilex","SITE_0001",2018,2018-11-16,320.609756097561,11,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,6.5687291440554,0.237417465102457,0.244119941378737,1.56775248910808,7.10093541753052,0.316372404654086,3.0962765142014,72.9663804310178,18.5495130335671,0,0,0,0,0,"excellent"
"OBS_000038","POP_18","Quercus_ilex","SITE_0001",2018,2018-11-25,329.487804878049,11,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,6.5687291440554,0.286292197151437,0.142566790485204,2.80423507783427,4.96620668276533,1.01325536274121,10.4271812219732,72.9663804310178,22.7874865797008,0,0,0,0,0,"fair"
"OBS_000039","POP_18","Quercus_ilex","SITE_0001",2018,2018-12-04,338.365853658537,12,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,6.5687291440554,0.275978057295256,0.175895472275308,8.20347142804471,5.48956207991442,0.621791915506183,7.92587985045113,76.1698518590625,14.3709877117664,0,0,0,0,0,"excellent"
"OBS_000040","POP_18","Quercus_ilex","SITE_0001",2018,2018-12-13,347.243902439024,12,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,6.5687291440554,0.353641569164959,0.292113603768858,6.4310091299467,9.89414934267924,1.47754672282265,9.76702045877966,77.6008609890092,29.9355704670716,0,0,0,0,0,"good"
"OBS_000041","POP_18","Quercus_ilex","SITE_0001",2018,2018-12-22,356.121951219512,12,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,6.5687291440554,0.291635340973973,0.254475694988372,-0.942088607201389,8.98248179981115,1.83047337725129,1.34904021651861,77.6008609890092,37.2643178322346,0,0,0,0,0,"excellent"
"OBS_000042","POP_18","Quercus_ilex","SITE_0001",2018,2018-12-31,365,12,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,6.5687291440554,0.255126603640319,0.12903326296439,4.66362594725972,3.9372557526833,0.49748426448094,2.06232440360211,77.6008609890092,21.5911649213642,0,0,0,0,0,"excellent"
"OBS_000043","POP_14","Pinus_sylvestris","SITE_0001",2018,2018-01-01,1,1,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,15.3439441532828,0.301167799953089,0.260319104353087,4.31766973816189,14.1763828366632,1.7617310663244,1.64756719596448,0,31.6143345083738,0,0,0,0,0,"fair"
"OBS_000044","POP_14","Pinus_sylvestris","SITE_0001",2018,2018-01-08,8.13725490196078,1,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,15.3439441532828,0.117498499283927,0.0811366797619493,-0.331980970658878,1.28515597030948,0.283181319011221,5.70543733545956,0,10.9130416845055,0,0,0,0,0,"excellent"
"OBS_000045","POP_14","Pinus_sylvestris","SITE_0001",2018,2018-01-15,15.2745098039216,1,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,15.3439441532828,0.152025935306258,0.106556782897463,8.74664367073563,1.90223051932222,0.601818514777449,7.73959962996684,3.74664367073563,15.0454253269648,0,0,0,0,0,"excellent"
"OBS_000046","POP_14","Pinus_sylvestris","SITE_0001",2018,2018-01-22,22.4117647058824,1,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,15.3439441532828,0.311014957731544,0.243283929544045,3.28877589661234,5.61825679604671,1.09575006644841,4.88017856846822,3.74664367073563,24.2068297751684,0,0,0,0,0,"good"
"OBS_000047","POP_14","Pinus_sylvestris","SITE_0001",2018,2018-01-29,29.5490196078431,1,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,15.3439441532828,0.266751390026695,0.197094418051506,4.56337131477017,4.5070595829863,1.61826859232297,6.4899369853407,3.74664367073563,19.8599189954869,0,0,0,0,0,"excellent"
"OBS_000048","POP_14","Pinus_sylvestris","SITE_0001",2018,2018-02-05,36.6862745098039,2,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,15.3439441532828,0.139822518157376,0.119945915733987,4.96426842073482,1.16958674107087,-0.199082362093214,4.12577511995485,3.74664367073563,13.7931934526777,0,0,0,0,0,"good"
"OBS_000049","POP_14","Pinus_sylvestris","SITE_0001",2018,2018-02-12,43.8235294117647,2,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,15.3439441532828,0.214951078854551,0.131122935066249,7.455250131627,5.27445676182538,0.636071591107369,2.64759300704229,6.20189380236263,17.4883964135781,0,0,0,0,0,"excellent"
"OBS_000050","POP_14","Pinus_sylvestris","SITE_0001",2018,2018-02-19,50.9607843137255,2,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,15.3439441532828,0.288964062523577,0.191860931388426,9.0553068091186,7.99347003216414,0.406846544298091,5.5684808182714,10.2572006114812,24.7200945926562,0,0,0,0,0,"excellent"
"OBS_000051","POP_14","Pinus_sylvestris","SITE_0001",2018,2018-02-27,58.0980392156863,2,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,15.3439441532828,0.233460499206344,0.121936559059688,3.8394858515569,8.59376050840667,1.36022564529346,3.09053111362707,10.2572006114812,24.8578424993363,0,0,0,0,0,"excellent"
"OBS_000052","POP_14","Pinus_sylvestris","SITE_0001",2018,2018-03-06,65.2352941176471,3,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,15.3439441532828,0.366337306109219,0.178266733951997,4.84892987403858,7.06428911060034,1.25169796477908,2.95021645902007,10.2572006114812,28.5708353544038,0,0,0,0,0,"excellent"
"OBS_000053","POP_14","Pinus_sylvestris","SITE_0001",2018,2018-03-13,72.3725490196078,3,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,15.3439441532828,0.352468979731017,0.222650121932489,5.23336333386467,9.05897232318678,0.996178184215656,3.57073977749611,10.4905639453459,26.6294945874139,0,0,0,0,0,"excellent"
"OBS_000054","POP_14","Pinus_sylvestris","SITE_0001",2018,2018-03-20,79.5098039215686,3,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,15.3439441532828,0.226308585254502,0.0606234756853695,5.87481301146556,2.55678132438006,1.14336261368515,12.3393226561728,11.3653769568115,16.0976338651217,0,0,0,0,0,"excellent"
"OBS_000055","POP_14","Pinus_sylvestris","SITE_0001",2018,2018-03-27,86.6470588235294,3,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,15.3439441532828,0.15551729940431,0.114440472225436,7.56305974629292,3.74716249833315,0.0283432295689598,3.23292711104216,13.9284367031044,5.42005533517262,0,0,0,0,0,"excellent"
"OBS_000056","POP_14","Pinus_sylvestris","SITE_0001",2018,2018-04-03,93.7843137254902,4,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,15.3439441532828,0.291487185492629,0.178900892527702,4.07479452714219,10.5619732968944,0.691481624117976,15.8943156953771,13.9284367031044,29.2917499154092,0,0,0,0,0,"good"
"OBS_000057","POP_14","Pinus_sylvestris","SITE_0001",2018,2018-04-10,100.921568627451,4,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,15.3439441532828,0.170938053160198,0.0843112366795359,6.24041853404143,1.97604045340963,-0.227086254745862,8.14451258790815,15.1688552371458,11.2903029870189,0,0,1,0,0,"excellent"
"OBS_000058","POP_14","Pinus_sylvestris","SITE_0001",2018,2018-04-18,108.058823529412,4,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,15.3439441532828,0.303106144125548,0.218033553152041,8.34959749514844,1.62711307083985,1.05811643465623,1.29163124696318,18.5184527322943,28.9584295895314,1,0,1,0,0,"excellent"
"OBS_000059","POP_14","Pinus_sylvestris","SITE_0001",2018,2018-04-25,115.196078431373,4,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,15.3439441532828,0.343836205784839,0.210806554184233,0.745384032908042,9.71981517765021,1.40361677489794,4.44344373321039,18.5184527322943,21.769353047651,0,0,0,0,0,"excellent"
"OBS_000060","POP_14","Pinus_sylvestris","SITE_0001",2018,2018-05-02,122.333333333333,5,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,15.3439441532828,0.38746255851413,0.304346120735806,7.35230547075443,7.88267099444614,2.04101627485485,1.75866843871294,20.8707582030487,35.3272744380742,0,0,0,0,0,"excellent"
"OBS_000061","POP_14","Pinus_sylvestris","SITE_0001",2018,2018-05-09,129.470588235294,5,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,15.3439441532828,0.536823569634052,0.37800699401676,3.63837797015517,11.0753591058903,2.38340538936544,7.57295999561375,20.8707582030487,51.334901460558,0,0,0,0,0,"good"
"OBS_000062","POP_14","Pinus_sylvestris","SITE_0001",2018,2018-05-16,136.607843137255,5,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,15.3439441532828,0.45005351332859,0.332864776756982,8.35583833882941,12.6410028311365,2.37205239420983,2.89165458017363,24.2265965418781,41.3215012962157,0,0,0,1,0,"excellent"
"OBS_000063","POP_14","Pinus_sylvestris","SITE_0001",2018,2018-05-23,143.745098039216,5,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,15.3439441532828,0.563448717693223,0.396410454216305,5.60720717796634,9.04198149964568,2.61890540930585,8.22684766522017,24.8338037198444,55.6264703253155,0,0,0,1,0,"excellent"
"OBS_000064","POP_14","Pinus_sylvestris","SITE_0001",2018,2018-05-30,150.882352941176,5,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,15.3439441532828,0.522424520237715,0.437903623253277,4.58761823189382,9.48323911368211,2.02558355516583,3.99534506187829,24.8338037198444,65.7974592504613,0,0,0,1,0,"fair"
"OBS_000065","POP_14","Pinus_sylvestris","SITE_0001",2018,2018-06-07,158.019607843137,6,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,15.3439441532828,0.677272348834967,0.433976678907445,7.29212575029852,21.2990493249157,3.58567022070225,18.3252311683423,27.125929470143,65.5246240746633,0,0,0,1,0,"excellent"
"OBS_000066","POP_14","Pinus_sylvestris","SITE_0001",2018,2018-06-14,165.156862745098,6,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,15.3439441532828,0.647056018783235,0.570871260619545,5.38937109150569,15.7786037538679,3.62483210302109,6.42352491089055,27.5153005616487,70.2476655411814,0,0,0,0,0,"excellent"
"OBS_000067","POP_14","Pinus_sylvestris","SITE_0001",2018,2018-06-21,172.294117647059,6,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,15.3439441532828,0.646066538457437,0.592982884375882,4.99986250362297,10.6222627236233,3.78984756464702,6.72695874191853,27.5153005616487,65.0099384702602,0,0,0,0,0,"excellent"
"OBS_000068","POP_14","Pinus_sylvestris","SITE_0001",2018,2018-06-28,179.43137254902,6,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,15.3439441532828,0.635328643093024,0.557488482083623,3.50268996347042,11.8104999337854,3.86425792761343,1.30330820031195,27.5153005616487,60.8390537418563,0,0,0,0,0,"good"
"OBS_000069","POP_14","Pinus_sylvestris","SITE_0001",2018,2018-07-05,186.56862745098,7,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,15.3439441532828,0.563531715291487,0.630745899009524,4.51207102922912,32.9957561165208,3.97185278813788,3.24077558887692,27.5153005616487,69.3211589112529,0,0,0,0,0,"excellent"
"OBS_000070","POP_14","Pinus_sylvestris","SITE_0001",2018,2018-07-12,193.705882352941,7,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,15.3439441532828,0.699336231424761,0.567573944638254,3.09762141099432,15.6794728454166,3.10056014345198,4.73529646549144,27.5153005616487,69.0128071256345,0,0,0,0,0,"excellent"
"OBS_000071","POP_14","Pinus_sylvestris","SITE_0001",2018,2018-07-19,200.843137254902,7,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,15.3439441532828,0.678251456526509,0.443060122740234,5.68994841234196,14.7011374080818,3.02115794741052,4.5816147292161,28.2052489739906,61.812201098098,0,0,0,0,0,"excellent"
"OBS_000072","POP_14","Pinus_sylvestris","SITE_0001",2018,2018-07-26,207.980392156863,7,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,15.3439441532828,0.560507172571825,0.427817667118689,5.627556355432,10.9312060002209,2.41655038294704,4.50437195570428,28.8328053294226,52.921679593388,0,0,0,0,0,"good"
"OBS_000073","POP_14","Pinus_sylvestris","SITE_0001",2018,2018-08-03,215.117647058824,8,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,15.3439441532828,0.492003213101558,0.304522036136549,7.55457817892545,9.23667783057608,2.4692897313243,1.90768763433766,31.3873835083481,39.7291031042347,0,0,0,0,0,"excellent"
"OBS_000074","POP_14","Pinus_sylvestris","SITE_0001",2018,2018-08-10,222.254901960784,8,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,15.3439441532828,0.388743408667314,0.323530348178314,1.59174844454374,9.45432922925192,1.33872398165602,0.969353135204977,31.3873835083481,51.0371078385741,0,0,0,0,0,"good"
"OBS_000075","POP_14","Pinus_sylvestris","SITE_0001",2018,2018-08-17,229.392156862745,8,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,15.3439441532828,0.430605985125814,0.273170768467295,5.40354053068029,9.00474852292061,1.59453209500802,3.75614593407777,31.7909240390284,37.2155578622031,0,0,0,0,0,"excellent"
"OBS_000076","POP_14","Pinus_sylvestris","SITE_0001",2018,2018-08-24,236.529411764706,8,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,15.3439441532828,0.427629785445393,0.332932203756067,7.30897338484566,9.51143459629959,1.02815003206207,1.05375581533992,34.099897423874,44.0649233659743,0,0,0,0,0,"excellent"
"OBS_000077","POP_14","Pinus_sylvestris","SITE_0001",2018,2018-08-31,243.666666666667,8,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,15.3439441532828,0.269579003878496,0.196163685174061,6.69028286060691,7.06652926941196,1.40906609292764,6.97752807937502,35.7901802844809,21.1749071685451,0,0,0,0,0,"excellent"
"OBS_000078","POP_14","Pinus_sylvestris","SITE_0001",2018,2018-09-07,250.803921568627,9,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,15.3439441532828,0.329764589553925,0.244903451700392,14.5717761951902,7.77500094001376,2.089947924285,4.87988586008271,45.3619564796711,31.8053119276304,0,0,0,0,0,"excellent"
"OBS_000079","POP_14","Pinus_sylvestris","SITE_0001",2018,2018-09-14,257.941176470588,9,"winter",51.8446343904361,15.1082762144506,1037,"Sandy",5.84616949106567,15.3439441532828,0.186118796481162,0.225588086012409,7.49926631694564,7.60231124662982,0.547519696836371,0.821162890563608,47.8612227966167,22.0669943661592,0,0,0,0,1,"fair"
